Unnamed: 0,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,quarter_1,quarter_2,quarter_3,quarter_4,mean,std,median,max,min,20_число,21_число,22_число,23_число,y
2015-04-02,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,164457.14285714287,86167.00561782639,155600.0,309300.0,30900.0,0,0,0,0,148500.0
2015-04-03,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,141485.7142857143,57922.20151695794,148500.0,203300.0,30900.0,0,0,0,0,194700.0
2015-04-04,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,140257.14285714287,56465.442444701046,148500.0,199300.0,30900.0,0,0,0,0,178000.0
2015-04-05,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,147042.85714285713,57932.542873666294,155600.0,199300.0,30900.0,0,0,0,0,69700.0
2015-04-06,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,152585.7142857143,45487.66970551203,155600.0,199300.0,69700.0,0,0,0,0,101400.0
2015-04-07,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,138600.0,43747.990430033715,148500.0,194700.0,69700.0,0,0,0,0,129900.0
2015-04-08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,134928.57142857142,43157.95462737665,129900.0,194700.0,69700.0,0,0,0,0,87000.0
2015-04-09,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,129885.71428571429,46789.08094029787,129900.0,194700.0,69700.0,0,0,0,0,25000.0
2015-04-10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,112242.85714285714,60015.188553752785,101400.0,194700.0,25000.0,0,0,0,0,0.0
2015-04-11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,84428.57142857143,60545.815002238945,87000.0,178000.0,0.0,0,0,0,0,0.0
2015-04-12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,59000.0,51382.64947106448,69700.0,129900.0,0.0,0,0,0,0,0.0
2015-04-13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,49042.857142857145,55548.11299353442,25000.0,129900.0,0.0,0,0,0,0,3800.0
2015-04-14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,35100.0,52374.262126859,3800.0,129900.0,0.0,0,0,0,0,43900.0
2015-04-15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22814.285714285714,32894.29679905559,3800.0,87000.0,0.0,0,0,0,0,0.0
