1192	1	0	0	0
1688216	0	0	1	0
13255383	0	0	1	0
66119814	0	1	0	0
72795382	0	0	0	0
261749622	0	0	0	0
271204678	0	0	1	0
275171813	0	0	1	0
304651589	1	0	0	0
313480277	1	0	0	0
405455605	1	0	0	0
429951381	0	0	1	0
438089140	1	0	0	0
438270517	0	0	1	0
571499877	0	1	0	0
571744933	0	0	1	0
628654885	0	1	0	0
687864837	1	0	0	0
749828693	0	1	0	0
849880357	0	1	0	0
859454805	1	0	0	0
935356661	0	1	0	0
958203109	0	0	1	0
971624965	0	1	0	0
1042645493	0	1	0	0
1081059813	0	1	0	0
1245324293	1	0	0	0
1301697439	0	0	1	0
1346183557	1	0	0	0
1397078405	0	1	0	0
1520078901	1	0	0	0
1630507749	0	1	0	0
1702986229	1	0	0	0
1751523029	0	1	0	0
1801588949	0	1	0	0
1834990389	0	1	0	0
1932200677	1	0	0	0
2077563349	0	1	0	0
2109676435	1	0	0	0
2176411797	1	0	0	0
2297763781	0	1	0	0
2363593103	0	1	0	0
2365159413	0	0	1	0
2400128869	1	0	0	0
2508259813	0	1	0	0
2668749365	1	0	0	0
2675577973	0	0	0	0
2698717029	0	0	1	0
2699248133	1	0	0	0
2758250917	1	0	0	0
2815671157	0	0	1	0
2829508453	1	0	0	0
2909245797	0	0	1	0
2940264117	0	1	0	0
2962781653	0	1	0	0
2983207259	0	1	0	0
3016082229	0	1	0	0
3023610325	0	0	1	0
3109793717	0	1	0	0
3146612181	1	0	0	0
3411663429	1	0	0	0
3468733349	0	0	0	0
3553703683	1	0	0	0
3598641093	0	0	0	0
3689640629	1	0	0	0
3722781445	1	0	0	0
3752024581	0	1	0	0
3782158213	0	1	0	0
3805171557	0	1	0	0
3806084975	0	0	1	0
3908340805	0	0	1	0
4013659205	0	1	0	0
4035024965	0	0	1	0
4105341109	1	0	0	0
4395450229	1	0	0	0
4417549621	1	0	0	0
4433985813	0	1	0	0
4448189301	0	0	1	0
4476327429	0	1	0	0
4633150037	0	1	0	0
4657912213	0	0	1	0
4716556373	0	0	1	0
4736207397	0	1	0	0
4765411477	1	0	0	0
4904496053	0	1	0	0
4906042165	0	1	0	0
4947097429	0	1	0	0
5110285333	0	1	0	0
5214406931	0	1	0	0
5272104181	0	0	1	0
5303812389	0	1	0	0
5333315509	0	1	0	0
5440049941	0	0	1	0
5677083029	0	0	1	0
5693010725	1	0	0	0
5729120276	0	1	0	0
5761286085	0	0	1	0
5768804277	0	0	1	0
5770051765	0	0	1	0
5795226901	0	1	0	0
5810157605	1	0	0	0
5851271045	0	1	0	0
5913484549	1	0	0	0
5941471477	1	0	0	0
5942829013	0	0	1	0
5962711717	1	0	0	0
5994480277	0	1	0	0
6080172981	1	0	0	0
6186045653	1	0	0	0
6266039765	0	0	1	0
6600161301	1	0	0	0
6613181237	1	0	0	0
6657832805	0	0	1	0
6899953845	0	0	1	0
6978626901	0	1	0	0
6982411557	1	0	0	0
7045625845	0	0	1	0
7141310885	1	0	0	0
7200732597	0	1	0	0
7264605653	1	0	0	0
7265586677	0	0	1	0
7362522821	0	1	0	0
7555009765	0	1	0	0
7651728757	1	0	0	0
7663991125	1	0	0	0
7831818005	1	0	0	0
7859863349	0	1	0	0
7886562645	0	0	0	0
8022637157	0	0	1	0
8136872709	0	1	0	0
8143812997	0	1	0	0
8225748149	0	1	0	0
8313228853	0	0	1	0
8475437733	1	0	0	0
8923636876	1	0	0	0
8948006917	0	0	1	0
8980455669	1	0	0	0
9054215365	1	0	0	0
9129545765	0	0	1	0
9158704021	0	1	0	0
9172282725	0	1	0	0
9190544085	0	0	0	0
9245773349	0	0	0	0
9320050927	1	0	0	0
9398429189	1	0	0	0
9575780597	1	0	0	0
9578092373	1	0	0	0
9630740588	0	0	1	0
9715414335	0	1	0	0
9755196181	0	0	1	0
9957937765	0	1	0	0
10182572773	0	0	1	0
10215873925	0	1	0	0
10233961749	0	1	0	0
10270998357	0	0	0	0
10365001877	0	1	0	0
10514533685	0	0	1	0
10546824309	0	1	0	0
10565067157	1	0	0	0
10679951717	0	0	1	0
10695851605	0	0	0	0
10722388051	0	0	1	0
10729706325	0	0	0	0
10775836053	1	0	0	0
10823573029	0	0	0	0
10895608725	1	0	0	0
10915265653	1	0	0	0
10924702309	0	0	1	0
11004074261	0	0	1	0
11235424197	0	0	1	0
11430964821	0	0	1	0
11559770245	0	1	0	0
11707374165	0	1	0	0
11803279365	0	1	0	0
11956844837	0	0	0	0
12029099957	0	0	1	0
12203070757	0	1	0	0
12224065221	0	1	0	0
12225243621	0	0	1	0
12276847189	1	0	0	0
12378818389	1	0	0	0
12466640757	0	0	0	0
12518324549	0	1	0	0
12569782789	0	1	0	0
12596573253	0	1	0	0
12608007493	0	1	0	0
12827353573	1	0	0	0
12844837989	0	1	0	0
12846524021	0	0	0	0
12946970277	1	0	0	0
13006043765	0	0	1	0
13053796229	0	1	0	0
13191269717	0	1	0	0
13222912197	1	0	0	0
13259832325	0	1	0	0
13276900501	0	0	1	0
13356644581	0	0	1	0
13383913797	1	0	0	0
13624988483	1	0	0	0
13641067765	1	0	0	0
13662526181	0	0	1	0
13721659237	1	0	0	0
13768627237	0	1	0	0
13814862053	1	0	0	0
13883730309	0	1	0	0
13964865669	0	0	1	0
14033051679	0	1	0	0
14104650805	1	0	0	0
14195714773	0	0	1	0
14304293525	0	1	0	0
14373452293	0	0	1	0
14468515125	1	0	0	0
14521190414	0	1	0	0
14541267333	0	1	0	0
14563632725	1	0	0	0
14698969749	1	0	0	0
14725863861	0	1	0	0
14783549573	1	0	0	0
14797511285	0	0	1	0
14907426181	0	1	0	0
14941133157	0	1	0	0
14950870692	0	0	1	0
15147839765	1	0	0	0
15159099269	1	0	0	0
15253239605	1	0	0	0
15329368485	0	1	0	0
15331724467	0	0	1	0
15365522399	0	0	0	0
15413857221	0	0	1	0
15476263652	0	0	1	0
15712684197	0	1	0	0
15714496549	1	0	0	0
15794680357	0	1	0	0
15816435956	1	0	0	0
15894731941	1	0	0	0
16064997061	1	0	0	0
16078230069	1	0	0	0
16096316677	0	1	0	0
16132391957	1	0	0	0
16134627311	0	0	1	0
16176385653	0	0	1	0
16189528581	0	1	0	0
16335200165	0	0	1	0
16442442053	0	0	1	0
16534815813	1	0	0	0
16586588533	0	0	1	0
16642483077	1	0	0	0
16696225347	1	0	0	0
16752455829	0	1	0	0
16815305973	0	0	0	0
16875828837	1	0	0	0
16920815173	1	0	0	0
17048215685	0	1	0	0
17285660373	0	0	1	0
17341666229	0	0	0	0
17376787155	0	0	1	0
17499761573	0	0	1	0
17521127749	0	0	0	0
17560190693	0	0	1	0
17622339477	1	0	0	0
17675883925	0	0	1	0
17679734341	0	1	0	0
17753085845	0	1	0	0
17770211749	0	0	0	0
17809583637	0	0	1	0
17841538837	0	0	1	0
17969170245	1	0	0	0
18181925829	0	0	1	0
18302242389	0	1	0	0
18391260453	0	1	0	0
18558410501	0	0	1	0
18559125317	0	1	0	0
18572128021	0	0	0	0
18652203605	1	0	0	0
18703156517	0	1	0	0
18809537605	1	0	0	0
18877008805	0	1	0	0
18906673381	0	1	0	0
18991656549	0	1	0	0
19275519669	0	0	1	0
19370629029	0	0	0	0
19384794709	0	0	1	0
19599383541	0	0	1	0
19667918389	0	1	0	0
19677968741	1	0	0	0
19744645045	0	0	1	0
